x,y,ndvi,bld_density,dist_water_m,impervious,elevation_m,lst_c
1689.5,9199.2,0.4915,0.3082,1314.5,0.4445,33.65,20.982
7788.9,8333.5,0.759,0.4724,6651.6,0.5973,49.56,24.773
1403.6,8435.9,0.5569,0.3105,2066.4,0.3287,29.81,21.805
9758.5,6837.8,0.6761,0.3035,9034.1,0.5128,51.56,22.357
5685.2,8266.4,0.7447,0.6589,4743.9,0.6151,40.22,26.547
889.4,7872.9,0.5834,0.2711,2697.1,0.4279,29.21,21.01
5227.4,3633.4,0.6614,0.5451,7813.1,0.5109,28.79,24.637
5949.8,5917.1,0.8036,0.7674,6387.8,0.6584,34.99,28.819
5112.4,404.5,0.1999,0.1327,10722.4,0.3362,35.13,28.204
1209.2,2450.1,0.5013,0.1247,8055.1,0.2947,37.38,21.48
11245.6,3803.2,0.7891,0.0863,11824.7,0.3558,40.19,21.061
5435.0,3040.0,0.5514,0.4597,8434.2,0.4712,29.15,24.982
10977.4,9602.8,0.3969,0.0756,9519.7,0.4209,59.73,22.593
11799.9,6662.1,0.5375,0.0998,10991.7,0.4209,53.88,22.151
5015.1,6588.6,0.8285,0.7568,5258.8,0.6391,25.31,28.008
11410.9,904.6,0.4708,0.0,13794.8,0.2301,19.33,20.111
4737.1,1274.3,0.3113,0.224,9777.2,0.3481,30.41,24.769
4832.9,9661.3,0.6432,0.5149,3436.8,0.5187,44.36,23.749
1140.1,1812.8,0.4271,0.098,8694.6,0.3306,32.03,22.215
9869.6,3853.8,0.7859,0.1886,10687.4,0.3725,26.27,22.109
3612.0,6397.6,0.8609,0.6251,4614.1,0.576,26.51,26.248
7196.4,9525.9,0.8281,0.3924,5779.1,0.5235,54.34,23.869
7152.2,7448.1,0.7609,0.635,6423.5,0.6413,42.52,26.682
5802.6,5899.5,0.811,0.7692,6299.0,0.6829,29.5,29.219
334.2,10487.7,0.4136,0.1237,1165.8,0.3328,39.78,19.856
3555.2,2059.4,0.4944,0.2696,8687.2,0.3762,37.48,21.94
10897.1,3151.6,0.7589,0.0703,11929.1,0.258,29.0,21.178
6467.3,6823.1,0.7783,0.7367,6180.1,0.6268,40.02,28.08
1752.6,250.3,0.2955,0.0739,10252.8,0.3598,40.94,25.341
1819.2,5080.2,0.7937,0.3289,5429.2,0.5052,29.46,22.331
4863.7,2278.6,0.4569,0.3476,8882.9,0.4667,33.45,23.243
1581.3,3751.8,0.6797,0.2199,6748.7,0.4204,30.42,21.334
9684.7,5134.5,0.7919,0.297,9786.6,0.4641,47.43,22.194
5263.7,10327.2,0.697,0.4309,3767.7,0.5283,51.6,22.172
2423.5,10308.6,0.416,0.3215,943.1,0.4392,40.7,20.874
2507.8,10058.7,0.4335,0.3458,1100.2,0.4684,38.35,20.27
384.1,6114.2,0.6083,0.2149,4525.5,0.3568,30.41,21.175
8418.3,9823.3,0.7824,0.2362,6951.3,0.4711,56.34,21.637
8433.2,10390.5,0.8035,0.1778,6934.0,0.3874,50.68,21.741
9270.6,11918.4,0.6744,0.0323,7899.0,0.3141,57.1,20.48
11352.5,3439.4,0.7686,0.0655,12121.2,0.3209,33.62,20.939
5856.0,8518.0,0.7485,0.6255,4785.7,0.5275,40.66,24.881
11415.3,624.4,0.4336,0.0,13994.3,0.2063,23.06,21.387
2656.7,9212.3,0.5047,0.4142,1730.9,0.4582,34.76,21.53
10772.7,3259.7,0.7683,0.0822,11764.6,0.3499,37.49,21.933
962.5,8351.6,0.552,0.2651,2214.6,0.3654,28.98,21.17
27.2,6490.9,0.5617,0.1888,4271.0,0.2961,31.12,22.334
1046.5,5670.1,0.6996,0.2686,4851.2,0.3263,33.08,22.296
6375.2,5349.9,0.7685,0.7246,7091.7,0.6984,29.58,28.54
3745.2,2204.2,0.5103,0.2953,8594.2,0.4151,33.5,22.835
9234.2,31.8,0.2846,0.0,13015.4,0.2187,22.82,24.777
5025.6,3990.8,0.7281,0.5868,7402.7,0.5488,33.69,24.686
6636.8,3428.0,0.5693,0.4719,8740.7,0.4999,30.1,24.789
5382.8,10342.7,0.7135,0.4243,3886.0,0.5098,48.96,22.305
469.9,730.4,0.2999,0.0457,9823.8,0.2029,37.41,24.972
3128.3,9208.9,0.5228,0.4627,2078.1,0.5056,45.68,22.375
611.5,9358.3,0.4789,0.1913,1446.7,0.378,33.3,20.225
1233.2,451.1,0.3044,0.0632,10052.5,0.3038,36.28,24.719
10021.3,6744.0,0.6691,0.2713,9312.3,0.4349,51.93,22.048
9356.7,2099.0,0.5581,0.056,11502.3,0.2862,21.73,21.078
9064.2,2229.0,0.5507,0.0843,11208.3,0.2981,12.09,22.035
10220.1,11245.9,0.5259,0.0363,8751.9,0.273,56.64,21.375
3294.9,1201.3,0.3758,0.1833,9470.3,0.3642,33.23,21.36
4433.7,8285.5,0.6824,0.6356,3675.7,0.5829,40.9,24.723
10907.9,2349.7,0.6712,0.0264,12447.3,0.1972,30.79,19.844
104.6,6710.6,0.5681,0.1986,4038.2,0.3853,27.38,21.005
3687.6,7415.1,0.7531,0.6219,3781.8,0.516,29.14,25.823
3306.6,6078.4,0.8786,0.5781,4776.4,0.5547,29.71,25.222
7246.2,9018.4,0.8016,0.4528,5934.2,0.5353,53.1,23.749
9778.2,5022.7,0.7968,0.2796,9926.2,0.4175,41.16,21.788
2880.4,2076.4,0.5141,0.2253,8536.0,0.3841,36.27,21.968
11398.6,1526.0,0.5569,0.0,13361.0,0.2885,27.08,21.554
3984.3,4540.5,0.8535,0.5654,6456.5,0.5413,28.39,25.918
5947.8,3976.2,0.6665,0.5919,7895.7,0.5639,31.02,26.036
953.1,11009.3,0.3753,0.1493,747.3,0.3166,42.12,20.071
3828.1,1088.5,0.3373,0.1931,9695.2,0.3404,34.61,24.301
4346.6,10833.5,0.5623,0.3889,2866.1,0.4946,48.69,21.878
8236.4,9097.9,0.7639,0.3338,6880.8,0.4438,57.21,23.537
3752.6,2149.1,0.5006,0.2902,8649.3,0.4178,37.0,22.024
9816.8,7352.8,0.6334,0.2786,8892.4,0.5166,58.92,22.173
2523.1,1725.8,0.4631,0.1772,8833.7,0.3594,37.57,22.181
4917.2,9494.9,0.6561,0.533,3562.0,0.4909,46.6,23.827
2857.2,8533.7,0.5838,0.4756,2389.2,0.5225,29.95,22.843
6272.5,785.4,0.207,0.1187,10823.6,0.2411,28.61,26.209
11172.3,10466.9,0.3652,0.0394,9672.3,0.326,46.51,23.51
11862.3,7441.7,0.4331,0.0872,10804.2,0.3869,57.99,21.665
11473.2,7026.7,0.5215,0.1194,10560.7,0.4387,56.67,21.586
4613.3,11273.3,0.596,0.3408,3207.9,0.4739,51.17,21.936
6093.8,3322.3,0.5651,0.4875,8521.8,0.564,28.56,25.595
6099.2,8850.4,0.7627,0.5733,4886.1,0.5528,48.66,25.667
6948.7,989.6,0.2377,0.0952,10960.7,0.3368,28.63,26.035
5444.1,9226.4,0.7142,0.5563,4144.6,0.5842,45.31,23.428
2808.8,6984.2,0.7773,0.5217,3751.5,0.5212,26.22,23.338
7612.3,4962.1,0.7303,0.5751,8248.0,0.6011,38.34,25.146
1672.0,9150.1,0.4957,0.3087,1360.8,0.3685,24.48,19.697
7222.7,9034.4,0.8025,0.4532,5907.4,0.581,49.01,25.043
1670.8,3567.1,0.6698,0.2175,6935.0,0.3416,32.82,23.083
1195.9,5063.7,0.7141,0.2563,5444.8,0.3738,32.07,20.925
8406.5,2230.5,0.4902,0.1293,10774.3,0.241,20.78,21.279
5694.3,6485.7,0.8092,0.7743,5805.7,0.6986,28.74,28.737
11489.3,7843.2,0.4269,0.103,10336.6,0.372,59.66,22.83
5183.5,6702.6,0.8176,0.7621,5290.4,0.6513,29.5,28.023
678.2,593.0,0.2986,0.0493,9941.1,0.2446,37.09,25.579
203.5,89.9,0.253,0.0296,10490.5,0.3291,32.55,24.947
4622.7,687.5,0.2486,0.1655,10297.4,0.358,29.27,26.047
164.5,10307.6,0.4252,0.1182,1349.3,0.3514,35.33,20.439
6353.2,1750.1,0.319,0.2279,10005.7,0.3249,27.25,24.233
6647.1,10877.5,0.8602,0.2729,5160.9,0.3886,56.27,21.773
10251.7,4902.1,0.8039,0.2183,10388.9,0.4266,46.03,21.88
8342.8,11480.0,0.8185,0.0919,6912.6,0.302,54.09,20.597
7863.8,10886.7,0.8641,0.1727,6375.6,0.3833,53.45,22.367
11516.3,3724.6,0.773,0.0699,12092.6,0.2732,44.35,21.141
1883.5,3953.8,0.7305,0.2637,6557.4,0.352,31.43,21.98
10885.0,10839.6,0.4115,0.0351,9391.2,0.3154,48.7,22.189
6325.1,832.9,0.2115,0.1202,10804.4,0.3718,24.7,26.501
298.7,2690.6,0.4391,0.0805,7901.3,0.3509,38.03,21.664
5025.1,7380.8,0.7753,0.7286,4707.0,0.6018,33.62,27.561
7646.0,7550.3,0.7495,0.5665,6817.2,0.6187,48.2,25.804
9108.6,5526.9,0.7699,0.3941,9089.7,0.5095,42.65,23.396
1212.1,1222.9,0.3712,0.0835,9281.6,0.2981,39.8,23.202
11835.9,3976.8,0.7552,0.0642,12222.3,0.2777,37.05,20.636
678.6,64.6,0.2649,0.0397,10467.7,0.2607,33.16,25.258
6820.8,845.6,0.2197,0.09,11023.5,0.2209,28.05,26.935
10183.3,4132.3,0.8077,0.1809,10767.9,0.3343,33.88,23.13
9136.8,2362.8,0.576,0.0941,11159.5,0.2684,23.97,20.686
7998.2,2866.8,0.5437,0.2536,10024.6,0.377,22.5,21.999
443.2,2402.7,0.4294,0.0797,8166.0,0.2628,40.23,21.656
10375.3,1511.0,0.5396,0.0,12632.2,0.2932,21.76,21.279
259.1,10393.8,0.4197,0.1218,1245.5,0.3125,37.71,20.223
160.7,4081.2,0.5208,0.1195,6557.1,0.3093,32.68,20.509
9812.7,10517.6,0.5965,0.0842,8312.7,0.3641,53.21,21.351
3012.4,10994.3,0.4129,0.3207,1591.2,0.4694,45.99,21.47
6488.8,1811.9,0.3277,0.2274,10018.5,0.313,28.2,24.723
7015.9,4248.0,0.6708,0.5622,8337.4,0.5217,30.99,25.633
8344.2,3317.4,0.6284,0.2833,9921.3,0.4724,27.2,22.909
6865.5,9974.5,0.844,0.3657,5391.2,0.4781,53.7,23.122
4762.9,170.4,0.1963,0.1205,10832.6,0.2573,38.48,25.64
2928.9,423.3,0.2979,0.119,10177.5,0.3479,32.24,23.366
9350.0,1014.3,0.4054,0.0,12312.7,0.1949,20.52,21.801
5996.5,10427.5,0.7927,0.3787,4497.1,0.5044,58.16,22.337
1456.1,7379.5,0.656,0.3447,3120.8,0.4543,28.59,21.615
8169.9,8651.9,0.7498,0.3907,6921.2,0.5461,50.74,23.279
1354.9,2401.5,0.5069,0.1323,8099.8,0.3113,34.14,21.936
4629.3,8916.4,0.6496,0.5885,3507.2,0.5042,44.11,24.469
7423.2,7745.1,0.7575,0.5775,6532.5,0.6426,46.52,25.944
9090.7,5068.5,0.7785,0.3746,9333.9,0.5381,42.15,22.892
5941.8,41.4,0.1532,0.0747,11362.8,0.2504,28.52,28.008
6396.4,1382.5,0.2715,0.1769,10349.1,0.288,29.44,25.635
8114.8,2595.5,0.5158,0.2029,10307.1,0.4163,27.06,21.798
9612.4,358.0,0.3422,0.0,12987.3,0.1838,21.67,23.26
2516.3,827.6,0.3489,0.126,9725.6,0.3143,36.13,23.403
3099.6,1167.0,0.3778,0.1722,9469.1,0.3328,30.12,22.689
3130.6,11948.8,0.3943,0.2469,2181.2,0.3906,52.56,21.182
6600.6,2557.8,0.438,0.3326,9439.0,0.4403,27.47,23.133
9875.1,7034.7,0.6532,0.2827,9063.8,0.4322,58.5,22.668
2247.9,1549.0,0.4371,0.1502,8982.2,0.3156,33.93,21.018
7921.5,614.7,0.2508,0.0053,11787.9,0.2495,20.98,25.742
1624.6,10580.0,0.393,0.2287,148.0,0.4085,38.84,19.216
2680.7,7734.8,0.6784,0.49,3006.7,0.5158,34.95,23.207
7980.4,8901.2,0.772,0.3852,6674.7,0.5956,55.67,23.741
1876.8,4430.6,0.7696,0.2947,6081.1,0.4408,24.56,22.252
1230.2,7715.8,0.6135,0.3126,2797.2,0.4166,26.43,21.315
6898.5,4181.4,0.6639,0.564,8310.8,0.5228,24.64,25.989
4230.8,306.0,0.2323,0.1344,10553.4,0.3124,33.1,26.766
10126.6,144.7,0.345,0.0,13477.8,0.2643,22.24,23.331
4516.5,2904.1,0.5882,0.4197,8173.0,0.4605,29.7,23.81
2636.9,5156.5,0.8692,0.4401,5463.1,0.5126,28.44,24.358
5837.1,3183.3,0.5536,0.475,8505.5,0.4892,33.63,24.63
11972.1,3199.0,0.7161,0.0364,12766.0,0.2567,41.55,21.498
218.1,9607.2,0.4636,0.148,1562.1,0.2904,37.77,18.326
875.9,11104.9,0.3709,0.1393,869.1,0.35,38.23,20.357
10505.1,3081.1,0.7492,0.0837,11667.6,0.2967,27.16,20.388
3860.3,8721.7,0.6093,0.5623,2955.2,0.5209,33.47,24.134
3124.1,1785.1,0.4649,0.2193,8865.0,0.387,35.88,21.627
6718.2,7544.0,0.7675,0.6706,5997.3,0.6177,46.43,26.433
6298.3,7621.0,0.769,0.6954,5595.7,0.652,42.71,27.286
5889.6,11045.8,0.7868,0.311,4423.4,0.4424,55.12,22.549
5019.7,6108.3,0.8484,0.7558,5628.1,0.6905,33.35,28.413
7135.0,8657.7,0.7861,0.5099,5928.5,0.5619,52.55,24.377
5556.9,7670.4,0.7626,0.7167,4946.2,0.6586,34.48,27.552
7423.2,8268.2,0.7686,0.5237,6329.7,0.624,48.28,25.508
2741.2,6765.2,0.7982,0.513,3935.6,0.558,25.85,23.695
1600.5,8906.5,0.517,0.3125,1596.6,0.4418,27.6,20.871
8907.3,1909.5,0.4912,0.0603,11343.1,0.3231,22.58,21.898
6466.8,2717.7,0.4627,0.3681,9232.2,0.4154,23.93,23.21
7302.9,11941.8,0.8561,0.1181,5979.3,0.3219,60.73,21.323
7340.6,10764.9,0.8798,0.2274,5846.6,0.3803,57.49,21.462
8952.5,7927.6,0.6796,0.3579,7884.0,0.5443,51.23,22.888
10151.2,11852.4,0.528,0.0179,8756.3,0.2642,52.91,21.044
870.1,1445.8,0.3756,0.0748,9076.1,0.3017,36.16,23.003
5176.1,11951.3,0.6661,0.2501,3952.2,0.3609,60.08,21.059
5674.1,9132.6,0.7349,0.5598,4392.3,0.5938,38.81,24.119
7581.4,3325.7,0.5777,0.3672,9405.0,0.469,25.19,23.958
7328.5,3849.3,0.632,0.4742,8843.3,0.4831,29.48,23.058
4306.2,4827.7,0.8626,0.6257,6328.4,0.6211,24.71,26.358
3918.4,2764.6,0.5988,0.3666,8104.6,0.4316,35.51,22.103
368.7,1661.9,0.3624,0.0594,8910.2,0.3147,41.2,24.061
4191.2,8244.0,0.6744,0.623,3511.7,0.5685,38.82,25.102
264.3,4490.5,0.5571,0.1435,6135.3,0.3733,30.82,20.85
8792.6,4485.1,0.7554,0.3704,9453.1,0.5371,35.31,24.24
1885.5,4235.6,0.7559,0.2828,6276.2,0.4142,25.66,22.281
2833.3,6537.8,0.8253,0.5236,4180.5,0.6041,24.24,24.181
6807.6,4607.3,0.7062,0.6258,7930.6,0.6088,30.26,27.226
11574.4,5104.4,0.7352,0.1071,11428.3,0.4347,48.5,21.616
6132.2,7313.0,0.7755,0.7285,5622.6,0.6535,32.21,26.741
7936.4,9710.4,0.8166,0.2948,6484.6,0.4198,59.28,22.915
2794.2,4270.0,0.8263,0.3953,6363.0,0.4942,31.38,23.225
9551.9,3032.2,0.6961,0.1372,10981.9,0.3283,23.8,21.453
10833.2,10354.2,0.418,0.0528,9334.3,0.3744,55.8,22.755
7509.0,5698.7,0.7526,0.6346,7691.6,0.6236,39.4,26.433
9870.3,5967.2,0.743,0.2956,9518.8,0.5123,52.3,22.702
1498.5,6200.0,0.7421,0.3401,4300.0,0.4408,28.36,21.638
10388.1,7145.7,0.6049,0.218,9500.0,0.4646,55.6,21.578
3069.4,8122.0,0.6423,0.5212,2849.2,0.5108,28.14,23.05
3305.0,10629.7,0.4479,0.3699,1809.7,0.4254,46.66,21.151
4626.9,4737.0,0.838,0.6461,6556.7,0.5788,28.78,27.063
10653.6,8088.4,0.498,0.1589,9465.9,0.4712,61.23,22.039
4351.4,2619.8,0.5488,0.3757,8380.2,0.427,34.1,23.355
28.0,10813.3,0.397,0.0923,1505.0,0.3205,35.94,20.433
464.6,7702.1,0.5686,0.2303,2983.4,0.3788,32.3,21.45
5289.8,5551.1,0.8361,0.748,6233.3,0.6354,33.16,27.751
4143.1,9928.9,0.5559,0.4747,2704.1,0.4463,43.83,21.365
11087.0,2843.4,0.7279,0.047,12269.2,0.2988,31.77,21.305
8081.1,11622.6,0.8385,0.0958,6676.2,0.3428,62.27,22.154
1225.7,8601.9,0.5386,0.2842,1917.9,0.3947,31.27,20.278
7041.3,1636.3,0.3164,0.1621,10453.3,0.2814,27.21,25.873
6187.0,11267.4,0.8202,0.2643,4749.4,0.359,60.11,21.29
8251.6,7250.0,0.7287,0.5039,7493.1,0.6241,46.15,24.119
3727.1,8632.3,0.6106,0.5579,2906.6,0.579,35.05,24.02
6237.0,2619.9,0.4501,0.3669,9194.3,0.3978,21.23,22.273
592.7,11113.0,0.3741,0.1185,1095.0,0.3427,36.75,21.628
7517.1,11615.6,0.8694,0.1308,6119.6,0.4155,57.94,22.093
10744.1,9440.2,0.4336,0.0937,9304.7,0.4135,56.27,21.714
7032.5,1959.4,0.3594,0.2067,10175.9,0.3779,28.23,23.756
9378.6,8896.4,0.6348,0.2313,8040.2,0.4035,57.53,21.398
4171.4,7375.4,0.7675,0.6725,4110.9,0.5941,29.86,26.595
368.1,10388.5,0.4191,0.1299,1137.4,0.3806,33.22,19.776
10107.4,5474.4,0.7749,0.256,9967.1,0.4565,40.64,22.049
697.8,11515.8,0.35,0.11,1294.4,0.3225,43.64,22.075
10127.1,11984.4,0.5281,0.0147,8753.9,0.3834,52.04,20.76
929.9,4812.9,0.6683,0.216,5715.6,0.3776,31.78,22.024
1586.8,8651.7,0.5405,0.3224,1850.4,0.4418,35.59,21.355
11076.9,11743.5,0.3788,0.0104,9657.3,0.3344,49.02,22.085
5906.3,9643.9,0.7636,0.4841,4488.7,0.521,46.73,24.541
5667.1,4343.9,0.7282,0.645,7433.8,0.5978,26.84,26.647
10079.8,9466.3,0.5371,0.1326,8641.8,0.3864,59.58,21.881
8165.4,6894.5,0.7368,0.5352,7578.1,0.5508,49.35,26.056
9557.8,5363.9,0.7817,0.3238,9555.5,0.5233,48.04,23.039
9583.7,11261.7,0.6396,0.053,8119.5,0.278,52.21,21.306
7631.3,11350.7,0.8736,0.146,6190.1,0.2968,57.1,21.113
5718.8,11070.5,0.7644,0.3193,4257.2,0.4394,53.15,21.49
6166.1,3823.3,0.6359,0.5618,8145.6,0.5639,31.07,25.188
4653.1,9751.6,0.6201,0.5043,3240.7,0.5771,47.6,24.133
6849.9,6471.3,0.7704,0.7162,6697.2,0.7506,39.87,28.402
2431.4,8773.9,0.5438,0.4141,1961.4,0.5026,29.96,22.694
11457.8,11676.2,0.3254,0.0085,10027.0,0.2407,46.93,23.378
3224.5,6618.8,0.8328,0.577,4247.1,0.623,22.07,25.95
3327.0,5210.5,0.8977,0.5377,5596.1,0.5663,22.05,24.297
9508.5,8856.2,0.6175,0.2216,8175.5,0.4309,55.35,22.538
4170.9,5333.8,0.8905,0.6506,5815.8,0.4945,27.53,26.245
4031.5,7944.6,0.6997,0.6303,3597.0,0.5992,26.18,24.784
480.5,6339.8,0.6175,0.2297,4283.3,0.3397,22.95,21.323
10897.4,1023.9,0.4847,0.0,13345.7,0.2432,22.42,19.997
3544.7,6541.5,0.8476,0.618,4455.3,0.5745,25.36,26.096
5419.3,1408.4,0.2949,0.2286,9900.4,0.3173,33.14,25.029
5512.6,94.1,0.1643,0.0956,11152.7,0.2655,30.67,27.357
8969.4,7536.6,0.6861,0.3825,8035.8,0.5423,54.03,23.157
848.4,9896.2,0.4438,0.1897,888.3,0.3409,35.56,18.29
9274.4,9264.1,0.6554,0.2111,7872.0,0.4356,59.8,22.918
4921.1,7791.0,0.7427,0.6974,4363.8,0.6118,32.75,26.95
8897.7,4862.8,0.7706,0.388,9300.7,0.4676,45.45,23.661
6953.1,3966.0,0.6397,0.5286,8510.6,0.5107,28.13,26.217
11124.1,10.9,0.3573,0.0,14235.3,0.2743,22.38,23.213
599.4,8766.0,0.5151,0.2135,1953.9,0.3983,34.45,20.211
7218.4,10437.6,0.871,0.2757,5718.7,0.4563,59.04,21.51
5668.2,9608.1,0.7388,0.5014,4262.5,0.5856,45.92,23.303
8793.8,5762.6,0.7591,0.4488,8697.3,0.5221,46.07,24.123
10346.8,199.2,0.3603,0.0,13578.3,0.206,28.12,22.074
9250.6,5595.3,0.7691,0.3755,9172.1,0.4734,42.9,22.859
926.9,3074.4,0.5403,0.1309,7447.7,0.3276,38.0,21.958
4884.1,3432.9,0.6535,0.5068,7835.5,0.4496,29.18,25.556
6051.6,1955.3,0.3512,0.2752,9681.4,0.3263,27.15,25.032
3561.2,9287.6,0.5407,0.4954,2391.3,0.5247,34.78,22.624
5075.1,6929.3,0.8066,0.7515,5052.8,0.664,27.84,28.248
1726.4,8628.4,0.5452,0.3394,1885.2,0.5135,32.94,21.3
9067.3,10832.1,0.7266,0.1002,7574.6,0.3269,54.25,20.812
8261.4,836.2,0.2975,0.0027,11794.3,0.1955,24.19,24.265
4346.2,2853.4,0.5902,0.4044,8159.2,0.4297,30.63,23.757
11721.9,2279.2,0.646,0.0127,13117.5,0.2857,30.68,20.461
8941.3,9523.3,0.7082,0.2184,7505.1,0.4715,59.64,22.325
9794.6,9175.9,0.5792,0.1727,8399.6,0.3704,52.62,21.646
3918.7,11353.1,0.4952,0.3301,2564.7,0.4153,51.48,21.285
80.1,6002.0,0.569,0.1836,4716.8,0.3084,33.78,21.014
4454.7,5590.1,0.8818,0.6946,5730.4,0.6212,28.74,26.908
8576.2,1403.7,0.392,0.0304,11524.6,0.2336,19.15,22.182
3594.0,7676.9,0.7177,0.6012,3514.9,0.5093,29.84,24.333
10086.5,3727.9,0.7876,0.1594,10935.7,0.3305,31.25,21.407
4301.6,9512.5,0.5892,0.52,2970.5,0.5919,42.89,23.543
9410.6,5217.4,0.7845,0.3378,9512.3,0.4748,43.41,23.935
8137.5,135.4,0.2231,0.0,12307.8,0.2325,23.54,25.577
3021.6,4580.8,0.8609,0.4498,6111.6,0.4682,30.15,23.974
8199.4,2569.3,0.5192,0.1915,10381.6,0.3657,20.62,21.59
8585.9,4207.0,0.7285,0.3687,9477.0,0.4465,30.59,23.076
11527.7,2756.5,0.7067,0.032,12669.5,0.2933,27.17,22.173
10365.5,10587.8,0.4989,0.0589,8866.0,0.3066,53.45,20.679
9806.5,8620.6,0.5797,0.2093,8516.4,0.4646,58.79,22.552
2799.9,7951.3,0.6548,0.4968,2861.0,0.5788,33.28,23.301
7068.3,9138.2,0.8073,0.4557,5732.4,0.542,53.19,24.258
8821.8,5408.8,0.7672,0.432,8917.9,0.5278,42.66,23.858
11093.3,5568.8,0.7285,0.1531,10786.5,0.4099,52.18,21.456
8509.4,8348.9,0.7166,0.3795,7332.1,0.4552,50.92,23.054
8904.1,1309.5,0.408,0.0085,11802.0,0.236,22.86,22.555
7538.1,4253.1,0.6796,0.5068,8688.0,0.5696,38.98,25.224
4338.7,4244.5,0.8061,0.5709,6869.5,0.6144,24.08,24.691
9686.3,2499.3,0.6399,0.0771,11446.7,0.1885,21.18,19.755
6850.5,494.9,0.1899,0.0586,11345.9,0.2605,26.04,26.324
4217.2,3060.9,0.6343,0.422,7919.8,0.4428,31.5,23.831
5204.9,7650.6,0.7585,0.716,4673.9,0.6267,39.4,27.209
2521.8,11423.8,0.3699,0.2526,1377.5,0.4091,45.44,22.111
7633.3,6049.3,0.7544,0.6265,7578.0,0.6531,39.5,27.07
4215.9,9370.1,0.5879,0.5299,2941.6,0.545,39.52,24.148
4083.2,4499.9,0.8459,0.5722,6532.5,0.5586,26.55,25.015
2504.8,10572.7,0.4043,0.3114,1007.4,0.421,41.0,20.517
9110.2,1579.7,0.4629,0.0214,11725.5,0.2876,23.68,20.747
9355.7,8866.4,0.6374,0.236,8023.7,0.4541,53.92,21.879
4595.4,4642.2,0.832,0.6344,6625.4,0.5698,32.81,26.786
4648.7,5409.1,0.8706,0.7015,5985.9,0.6569,24.86,26.983
10258.3,2815.7,0.713,0.0762,11651.5,0.249,28.35,21.882
11179.0,4644.8,0.7888,0.1235,11312.2,0.3079,46.5,21.886
8623.1,6427.8,0.7383,0.479,8204.9,0.6146,47.68,24.75
7509.6,8330.7,0.7684,0.5066,6389.1,0.5501,51.1,24.752
9051.9,8739.7,0.6723,0.2788,7754.3,0.4826,53.5,22.914
9698.2,3878.5,0.7789,0.207,10538.2,0.3702,35.22,21.275
7679.3,11923.0,0.8485,0.0968,6341.0,0.3497,60.14,20.967
5218.4,4139.8,0.7341,0.6128,7367.4,0.565,30.72,25.735
8096.2,5966.2,0.7522,0.5594,8004.1,0.6273,41.88,25.55
4050.0,7654.3,0.7335,0.6483,3821.1,0.6747,32.07,25.625
1994.3,9579.4,0.4608,0.3213,1044.9,0.4625,32.96,20.005
2930.8,3194.3,0.692,0.3199,7444.5,0.426,32.34,22.206
681.5,11916.8,0.3281,0.0939,1636.3,0.3573,42.8,22.393
5706.5,11801.8,0.7482,0.2384,4403.3,0.3941,61.61,20.934
10360.6,6520.6,0.671,0.2331,9713.2,0.472,52.39,21.825
6120.5,8516.3,0.7607,0.6126,5028.4,0.5974,45.7,24.852
8321.4,517.5,0.269,0.0,12090.5,0.1413,28.16,24.534
10416.4,11737.2,0.4852,0.0175,9001.8,0.2334,52.93,21.2
11853.8,287.1,0.3874,0.0,14543.2,0.2983,24.59,21.951
9699.3,7106.3,0.6594,0.3032,8873.9,0.4812,55.65,23.021
10920.9,10747.0,0.4053,0.0371,9424.2,0.2922,56.41,22.734
11420.1,281.8,0.3905,0.0,14241.5,0.2158,25.81,22.945
11534.9,9245.9,0.3296,0.063,10113.0,0.3246,52.09,23.342
4495.1,10162.5,0.5923,0.4598,3014.0,0.4434,49.96,22.242
5231.3,482.1,0.2018,0.1363,10690.2,0.2599,32.05,27.049
6833.8,5782.8,0.7658,0.7126,7120.5,0.6761,33.42,28.18
5552.3,4056.4,0.7003,0.6076,7611.9,0.5608,28.69,26.533
11334.1,8980.9,0.3643,0.0802,9950.8,0.4435,59.8,24.337
10039.4,211.6,0.3486,0.0,13370.6,0.1445,22.99,22.39
159.2,10830.6,0.3952,0.0998,1381.0,0.381,41.53,20.871
5294.1,10917.0,0.7037,0.3604,3816.9,0.4701,51.75,22.291
6312.5,6637.3,0.785,0.7528,6171.0,0.5856,37.26,28.16
7814.7,1814.7,0.3836,0.1233,10738.2,0.2563,20.35,22.687
11680.4,958.0,0.4746,0.0,13953.1,0.2606,27.78,21.374
6343.8,9411.9,0.7922,0.4844,4964.5,0.5395,50.72,24.112
2710.2,3164.5,0.6834,0.2948,7434.7,0.4153,31.96,22.311
9209.4,114.3,0.291,0.0,12934.4,0.2573,20.78,24.175
1139.8,10383.6,0.4095,0.1938,378.6,0.3353,34.55,19.318
2146.0,7269.8,0.71,0.4321,3294.2,0.5114,24.21,22.734
8032.4,10316.1,0.8382,0.2178,6535.0,0.384,59.59,22.503
9871.5,1492.0,0.5095,0.0,12297.4,0.1879,17.93,22.017
1966.0,8123.5,0.6048,0.3881,2421.7,0.453,26.57,20.582
2161.5,2786.8,0.6076,0.2152,7741.5,0.4194,33.66,21.701
37.8,6352.5,0.5637,0.1875,4397.7,0.3978,31.42,22.112
6286.3,5793.6,0.7861,0.7517,6712.6,0.7068,27.56,29.455
6674.7,236.7,0.1673,0.0507,11494.0,0.2545,29.4,27.523
